	gene	1	2	3	4	5	6	7	average.FC
sulp-5	sulp-5	-0.27	-0.26	-0.13	-0.34	-0.64	-0.59	-0.54	-0.395714286
sodh-1	sodh-1	-1.27	-1.14	-1.84	-1.68	-3.18	-2.85	-3.29	-2.178571429
sodh-2	sodh-2	-0.796666667	0.32	-1	-1.21	-1.2	-1.34	-0.65	-0.83952381
srx-76	srx-76	0.023271805	0.010004527	0.014366823	0.05	-0.02	0.009050309	0.022240009	0.015561925
K12G11.6	K12G11.6	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	-0.27	0.022240009	-0.021529151
pros-1	pros-1	-0.2	-0.18	-0.02	0.04	-0.17	-0.2	-0.34	-0.152857143
K12H4.2	K12H4.2	0.32	-0.06	-0.03	-0.07	0.2	-0.33	0.24	0.038571429
K12H4.3	K12H4.3	0.1	-0.76	-0.08	-0.19	0.14	-0.04	-0.08	-0.13
K12H4.4	K12H4.4	-0.19	0.21	-0.23	-0.37	-0.27	-0.73	-0.09	-0.238571429
K12H4.5	K12H4.5	0.02	0.12	-0.07	-0.32	-0.4	-0.5	0	-0.164285714
K12H4.6	K12H4.6	0.402222222	0.14	0.53	0.5	0.34	0.42	0.19	0.36031746
K12H4.7	K12H4.7	-0.03	0.25	0.32	0.14	-0.01	0.53	0.02	0.174285714
dcr-1	dcr-1	0.05	0	0.13	0.04	0.07	0.17	-0.09	0.052857143
nhr-119	nhr-119	-0.07	0.18	-0.21	-0.13	-0.63	-0.51	0.24	-0.161428571
K12H6.12	K12H6.12	0.25	-0.21	-0.04	-0.07	0.26	0.34	-0.09	0.062857143
K12H6.2	K12H6.2	0.174	0.45	0.05	-0.49	0.38	0.49	1.43	0.354857143
fut-4	fut-4	-0.24	-0.49	-0.73	-0.71	0.13	-0.01	-0.22	-0.324285714
K12H6.4	K12H6.4	0.043333333	0.43	1.56	0.59	-0.08	1.88	0.3	0.674761905
K12H6.5	K12H6.5	-0.31	0.11	0.28	-0.078888889	0.15	0.29	0.16	0.085873016
K12H6.6	K12H6.6	-0.25	0.01	-0.07	-0.22	-0.1	-0.28	0.04	-0.124285714
K12H6.7	K12H6.7	0.023271805	0.010004527	0.014366823	0.010039133	0.09	-0.21	0.022240009	-0.005725386
K12H6.8	K12H6.8	0.023271805	0.010004527	1.89	0.010039133	0.28	3.33	0.022240009	0.795079354
K12H6.9	K12H6.9	0.113333333	0.8	2.19	1.27	0.19	1.92	0.06	0.934761905
tra-3	tra-3	-0.51	0.3	-0.52	-0.66	-0.38	-0.36	0.22	-0.272857143
LLC1.2	LLC1.2	0.31	0.82	0.89	0.88	1.08	0.85	-0.11	0.674285714
dld-1	dld-1	-0.25	-0.34	-0.37	-0.03	-0.57	-0.15	-0.13	-0.262857143
M01A10.1	M01A10.1	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	0.009050309	1.97	0.296586606
tom-1	tom-1	-0.08	-0.72	-0.04	0.05	-0.3	0.01	-0.47	-0.221428571
ostd-1	ostd-1	-0.1	-0.28	0.01	-0.04	-0.66	-0.51	-0.46	-0.291428571
col-53	col-53	0.39	0.19	0.09	0.12	0.01	-0.14	0.3	0.137142857
M01A8.1	M01A8.1	0.17	0.63	0.09	0.13	0.04	0.05	0.2	0.187142857
M01A8.2	M01A8.2	0.21	0.18	0.93	0.73	-0.08	0.17	-0.1	0.291428571
arx-7	arx-7	-0.56	0.02	-0.01	-0.01	0.07	-0.21	-0.01	-0.101428571
M01B12.4	M01B12.4	-0.066666667	-0.19	-0.18	0.08	0.05	0.6	-0.25	0.006190476
riok-1	riok-1	0.04	-0.2	-0.15	-0.05	-0.13	-0.34	-0.13	-0.137142857
kin-30	kin-30	0.19	0.35	1.66	1.32	0.28	0.29	-0.08	0.572857143
M01B2.10	M01B2.10	0.42	0.37	0.14	0.21	0.31	-0.05	0.1	0.214285714
M01B2.12	M01B2.12	0.023271805	0.010004527	0.014366823	-0.11	0.07	0.009050309	0.022240009	0.005561925
M01B2.13	M01B2.13	-0.12	-0.07	-0.28	-0.3	0.66	0.02	-0.2	-0.041428571
srbc-75	srbc-75	0.023271805	0.010004527	0.014366823	0.010039133	-0.56	-0.66	0.12	-0.14890253
srbc-76	srbc-76	0.316	0.58	-0.2	0.02	-0.04	0.25	0.36	0.183714286
srw-50	srw-50	-0.01	0.51	0.22	-0.27	0.09	-0.12	0.47	0.127142857
chil-12	chil-12	0.39	0.21	1.36	1.08	0.75	0.23	0.34	0.622857143
srsx-37	srsx-37	0.49	0.16	0.91	1.07	2.47	2.45	2	1.364285714
srsx-39	srsx-39	0.477777778	0.228888889	0.6	1.1	0.32	0.52	0.62	0.552380952
str-148	str-148	0.55	0.62	-0.08	-0.19	-0.02	-0.36	-0.08	0.062857143
fbxb-45	fbxb-45	0.023271805	0.010004527	0.014366823	0.010039133	-0.08	0.009050309	0.022240009	0.001281801
math-34	math-34	0.5	0.56	0.63	0.66	0.79	0.83	0.49	0.637142857
fbxb-39	fbxb-39	-0.17	0.14	-0.57	-0.304444444	-0.32	-0.29	0.11	-0.200634921
fbxb-41	fbxb-41	0.023271805	0.010004527	0.014366823	0.010039133	-0.39	0.009050309	0.022240009	-0.043003913
fbxb-40	fbxb-40	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	-0.85	0.022240009	-0.104386294
M01D7.1	M01D7.1	0.023271805	0.010004527	0.014366823	0.010039133	0.19	0.009050309	0.022240009	0.039853229
scm-1	scm-1	0.11	0.27	-0.54	-0.33	-0.02	-0.28	0.77	-0.002857143
tag-96	tag-96	-0.32	-0.34	-0.17	-0.07	-0.33	-0.66	-0.32	-0.315714286
nlp-12	nlp-12	0.04	-0.34	-0.15	-0.06	-0.27	-0.38	0.02	-0.162857143
emr-1	emr-1	0.127142857	0.02	-0.09	0.06	0.22	0.27	-0.57	0.005306122
egl-30	egl-30	-0.11	0.35	0.01	0.12	-0.2	-0.05	0.2	0.045714286
M01D7.9	M01D7.9	0.41	0.63	-0.23	-0.41	0.18	0.03	0.17	0.111428571
M01E10.3	M01E10.3	-0.1	-0.15	0.06	-0.21	-0.14	-0.39	0.01	-0.131428571
M01E11.1	M01E11.1	-0.06	0.02	-0.06	-0.09	0.14	-0.59	0.43	-0.03
M01E11.2	M01E11.2	-0.43	-0.32	-0.3	-0.39	0.29	0.21	0.08	-0.122857143
M01E11.3	M01E11.3	-0.27	-0.75	-0.41	-0.76	0.15	0.75	0.49	-0.114285714
pqn-52	pqn-52	0.42	0.52	0.48	0.61	0.87	1.1	0.33	0.618571429
cey-3	cey-3	0.096666667	0.22	-0.16	-0.35	3.37	3.42	3.5	1.442380952
klp-15	klp-15	-0.1	-0.35	-0.3	-0.26	-0.17	0.03	0.07	-0.154285714
tag-163	tag-163	0.23	0.16	-0.27	-0.18	0.27	0.48	0.06	0.107142857
M01E5.1	M01E5.1	0.066666667	-0.14	0.09	-0.14	-0.08	-0.11	0.17	-0.02047619
M01E5.2	M01E5.2	-0.22	-0.02	-0.15	-0.18	0.14	0.33	-0.29	-0.055714286
M01E5.3	M01E5.3	0.12	-0.31	-0.46	-0.11	-0.46	0.03	-0.45	-0.234285714
M01E5.4	M01E5.4	-0.4	-0.21	-0.55	-0.42	0.31	0.2	0.22	-0.121428571
top-1	top-1	-0.23	-0.41	-0.28	-0.59	-0.09	-0.04	-0.35	-0.284285714
sepa-1	sepa-1	-0.238571429	0.023333333	0.14	-0.059	0.24	-0.01	-0.1	-0.000605442
rpl-16	rpl-16	0.07	-0.34	0.14	0.6	0.13	0.43	-0.13	0.128571429
M01F1.3	M01F1.3	-0.2	-0.31	-0.08	-0.01	0.04	-0.16	-0.31	-0.147142857
M01F1.4	M01F1.4	-0.23	0.08	-0.09	0	-0.52	-0.38	-0.18	-0.188571429
hmit-1.3	hmit-1.3	-0.46	-0.24	-0.24	-0.07	0.09	0.53	-0.08	-0.067142857
mrpl-35	mrpl-35	-0.312222222	-0.77	-0.45	-0.63	-0.15	-0.98	-0.14	-0.49031746
pitp-1	pitp-1	-0.1275	-0.26	-0.1	-0.11	-0.51	-0.21	-0.47	-0.255357143
M01F1.8	M01F1.8	-0.177142857	-0.1325	-0.01	0.03	0.29	-0.04	-0.09	-0.018520408
M01F1.9	M01F1.9	-0.48	0.04	-0.02	-0.12	-0.18	-0.11	-0.1	-0.138571429
M01G12.10	M01G12.10	-0.31	0.08	-0.26	-0.27	-0.12	-0.01	0.21	-0.097142857
M01G12.11	M01G12.11	0.023271805	0.010004527	0.014366823	0.010039133	0.01	-0.34	-0.24	-0.073188245
rrf-2	rrf-2	0.27	-0.13	0.27	0.3	0.99	1.16	0.32	0.454285714
M01G12.14	M01G12.14	-0.54	-0.42	-0.25	-0.33	0.09	-0.23	-0.25	-0.275714286
M01G12.2	M01G12.2	0.33	0.2	-0.19	-0.13	-0.21	-0.43	0.21	-0.031428571
srt-21	srt-21	0.06	-0.19	0.18	0.2	-0.12	0	0.02	0.021428571
M01G12.5	M01G12.5	-0.11	-0.01	-0.62	-0.45	-0.29	-0.56	0.09	-0.278571429
M01G12.6	M01G12.6	0.023271805	0.010004527	0.014366823	0.010039133	-0.1	0.12	-0.27	-0.027473959
M01G12.9	M01G12.9	0.41	0.73	0.32	0.23	0.78	0.75	0.27	0.498571429
M01G4.1	M01G4.1	0.75	0.34	-0.05	0.21	-0.04	0.51	0.31	0.29
M01G5.1	M01G5.1	-0.065	0.217777778	-0.42	-0.19	-0.21	-0.26	-0.1	-0.146746032
M01G5.3	M01G5.3	-0.72	-0.22	-0.5	-0.23	-0.57	-0.64	0.11	-0.395714286
ave-1	ave-1	-0.08	-0.19	-0.15	-0.21	0.23	-0.13	-0.14	-0.095714286
trx-3	trx-3	0.42	0.08	1.37	1.25	0.5	1.27	0.67	0.794285714
M01H9.2	M01H9.2	-0.062	0.048888889	-0.42	-0.26	-0.02	-0.44	0.04	-0.159015873
M01H9.3	M01H9.3	-1.12	-0.53	-0.66	-0.65	-1.5	-1.12	-1.42	-1
M01H9.4	M01H9.4	0.06	-0.37	-0.09	-0.06	0.06	-0.24	-0.1	-0.105714286
M01H9.5	M01H9.5	0.023271805	0.010004527	0.014366823	0.010039133	-0.03	-0.46	-0.44	-0.124616816
M02A10.1	M02A10.1	-0.15875	-0.34	-0.01	0.05	-0.08	-0.27	-0.04	-0.12125
irk-2	irk-2	-0.09	-0.08	-0.3	-0.35	-0.22	-0.27	-0.12	-0.204285714
sli-1	sli-1	0.121666667	0.32	0.23	0.38	-0.02	0.49	0.01	0.218809524
srf-3	srf-3	-0.114	0.31	-0.15	0	0.24	0.03	0.31	0.089428571
M02B1.2	M02B1.2	0.14	0.84	0.28	0.41	-0.15	0.46	0.6	0.368571429
M02B1.3	M02B1.3	0	0.26	0.23	0.35	0.17	0.39	-0.09	0.187142857
M02B1.4	M02B1.4	0.293	0.2	0.1	0.02	-0.26	0.16	0.23	0.106142857
fbxc-47	fbxc-47	0.2325	0.077777778	-0.07	-0.13	0.51	0.15	0.38	0.164325397
M02B7.2	M02B7.2	0.18	-0.31	-0.21	0.1	0.4	0.11	0.1	0.052857143
osm-3	osm-3	-0.153333333	0.39	-0.07	0.02	-0.1	-0.04	-0.02	0.003809524
hpo-16	hpo-16	0.73	0.33	-0.21	-0.82	-0.22	-0.43	-0.15	-0.11
M02B7.5	M02B7.5	0.2	-0.03	-0.16	-0.11	-0.22	-0.22	-0.19	-0.104285714
cal-3	cal-3	0.13	0.07	0.13	0.1	0	-0.07	0.07	0.061428571
M02B7.7	M02B7.7	0.079	-0.067	0.26	0.16	0.28	-0.21	0.08	0.083142857
M02D8.1	M02D8.1	0.27	0.19	0.03	-0.15	0.42	0.61	0.44	0.258571429
M02D8.2	M02D8.2	-0.07	-0.16	-0.05	-0.11	0.06	-0.11	0.03	-0.058571429
M02D8.3	M02D8.3	-0.26	-0.08	-0.06	-0.04	-0.12	-0.12	-0.02	-0.1
asns-2	asns-2	-0.71	-0.95	-0.44	-0.35	-1.18	-1.08	-1.61	-0.902857143
M02D8.5	M02D8.5	-0.14	-0.32	0.13	-0.08	-0.07	-0.03	-0.17	-0.097142857
M02D8.6	M02D8.6	1.77	1.06	1.36	1.41	0.94	0.37	1.19	1.157142857
M02D8.7	M02D8.7	0.05	0.29	0.12	0.17	-0.11	-0.23	0.24	0.075714286
M02E1.1	M02E1.1	0.5	-0.03	-0.02	0.08	-0.45	-0.16	-0.1	-0.025714286
M02E1.2	M02E1.2	0.59	-0.06	0.74	0.65	0.36	-0.47	0.54	0.335714286
M02F4.1	M02F4.1	0.023271805	0.010004527	0.014366823	0.010039133	-0.09	-0.38	0.022240009	-0.055725386
M02F4.2	M02F4.2	-0.19	0.215	-0.237	-0.38	-0.34	-0.09	0.48	-0.077428571
M02F4.3	M02F4.3	0.57	0.47	0.2	0.2	0.24	0.39	0.4	0.352857143
clec-265	clec-265	0.01	1.56	0.42	0.31	-0.33	0.25	0.99	0.458571429
aqp-7	aqp-7	0.2	-0.06	-0.03	-0.06	-0.83	-0.18	-0.35	-0.187142857
M02G9.1	M02G9.1	0.63	0.18	0.41	-0.08	-0.07	0.36	0.25	0.24
M02G9.2	M02G9.2	0.53	0.25	0.15	0.26	-0.04	0.3	0.21	0.237142857
M02G9.3	M02G9.3	0.023271805	0.010004527	0.014366823	0.010039133	0.04	-0.32	-0.03	-0.036045387
nhr-99	nhr-99	-0.63	0.3	-0.25	-0.17	0.1	0.22	0.02	-0.058571429
srh-35	srh-35	0.59	0.23	0.28	0.09	-0.01	0.31	0.32	0.258571429
srbc-57	srbc-57	0.023271805	0.010004527	0.014366823	0.010039133	-0.42	0.009050309	0.022240009	-0.047289628
nhr-201	nhr-201	-1.04	0.61	-0.54	-0.77	-0.17	-0.75	-0.05	-0.387142857
nhr-202	nhr-202	-0.26	-0.55	0.14	0.24	-0.52	-0.79	-0.28	-0.288571429
nhr-203	nhr-203	0.09	-0.31	-0.11	0.1	-0.07	-0.21	-0.07	-0.082857143
nhr-98	nhr-98	-0.02	-0.8	0.13	0.13	0.15	-0.32	0.11	-0.088571429
nhr-123	nhr-123	-0.45	-0.53	-0.16	0.03	0.1	-0.28	0.12	-0.167142857
M02H5.8	M02H5.8	0.29	0.34	0.12	0.12	0.33	0.17	-0.22	0.164285714
srh-33	srh-33	0.023271805	0.09125	0.18	-0.41	-0.32	-0.4	-0.14	-0.139354028
vab-1	vab-1	0.184444444	0.26	0.31	0.28	-0.04	0.33	-0.09	0.176349206
M03A1.3	M03A1.3	0.01	-0.52	0.03	-0.01	0.05	-0.18	-0.18	-0.114285714
ipla-1	ipla-1	-0.58	-0.28	-0.36	-0.24	-0.12	-0.04	-0.1	-0.245714286
dao-2	dao-2	0.77	0.97	0.65	0.35	1.96	1.23	1.16	1.012857143
M03A1.8	M03A1.8	0.47	0.4	0.82	1.11	0.85	0.9	0.72	0.752857143
dhs-28	dhs-28	-0.47	-0.31	-0.43	-0.41	-0.16	0.45	-0.7	-0.29
atg-2	atg-2	-0.86	-0.22	-0.31	0.08	-0.18	0.16	0.02	-0.187142857
M03A8.3	M03A8.3	-0.2	-0.21	-0.41	-0.41	-0.06	-0.17	-0.19	-0.235714286
gei-15	gei-15	0.125	0.05	0.03	0.14	-0.57	-0.4	-0.25	-0.125
M03B6.1	M03B6.1	0.26	0.23	-0.65	-0.71	-0.27	-0.87	0.13	-0.268571429
mct-3	mct-3	0.06	0.22	0.17	0.2	-0.09	0.39	-0.16	0.112857143
M03B6.3	M03B6.3	0.428333333	0.442222222	1.36	1.56	0.96	0.97	0.59	0.901507937
M03B6.4	M03B6.4	-0.02	-0.16	0.04	0.03	0.14	-0.12	0.06	-0.004285714
M03B6.5	M03B6.5	0.03	-0.05	-0.03	0.18	-0.04	-0.27	0.17	-0.001428571
M03C11.1	M03C11.1	0.25	-0.16	0.18	0.23	0.05	0.04	-0.16	0.061428571
chl-1	chl-1	-0.27	0.23	-0.76	-0.818888889	-0.08	-0.19	-0.3	-0.312698413
M03C11.3	M03C11.3	0.055	-0.17	0.48	0.27	0.06	-0.15	-0.18	0.052142857
hat-1	hat-1	0.11	-0.2125	0.03	0.11	0.59	0.89	-0.2	0.188214286
ymel-1	ymel-1	-0.05	-0.17	-0.4	-0.4	0.07	-0.45	0.1	-0.185714286
M03C11.6	M03C11.6	-0.15	0.1	-0.07	-0.25	-0.13	-0.31	0.08	-0.104285714
prp-3	prp-3	-0.49	-0.35	-0.05	-0.05	0.26	0.17	-0.25	-0.108571429
M03C11.8	M03C11.8	-0.23875	-0.12	-0.32	-0.43	0.15	0.41	-0.02	-0.08125
zen-4	zen-4	-0.105	0.2	-0.52	-0.59	0.78	1.09	0.55	0.200714286
M03D4.3	M03D4.3	0.47	-0.43	0.02	0.03	0.33	-0.73	0.08	-0.032857143
21ur-8066	21ur-8066	0	0.34	-0.43	-0.11	-0.41	-0.71	-0.01	-0.19
M03D4.4	M03D4.4	0.065	0.1375	0.7	0.14	-0.07	0.83	-0.16	0.234642857
M03D4.6	M03D4.6	0.235	0	0.17	0.4	-0.19	-0.03	-0.43	0.022142857
M03E7.1	M03E7.1	0.2	0.09	-0.06	-0.29	-0.18	-0.27	-0.16	-0.095714286
M03E7.2	M03E7.2	0.14	0.31	0.11	0.28	-0.15	-0.15	0.05	0.084285714
M03E7.3	M03E7.3	0.0225	0.08	0.57	0.41	0.11	0.31	-0.19	0.1875
M03E7.4	M03E7.4	0.102	0.3	-0.24	-0.28	0	-0.07	-0.1	-0.041142857
memb-2	memb-2	-0.12	-0.14	0.02	-0.3	0.32	-0.39	0.27	-0.048571429
act-4	act-4	0.44	0.52	0.76	0.7	0.49	0.98	0.02	0.558571429
tyra-3	tyra-3	-0.235714286	-0.124444444	-0.16	0.08	-0.07	0	-0.32	-0.118594104
M03F4.4	M03F4.4	-0.0725	0.03	-0.19	-0.29	-0.07	-0.24	-0.02	-0.121785714
M03F4.6	M03F4.6	-0.16	-0.21	-0.13	-0.06	0.44	0.36	-0.14	0.014285714
calu-1	calu-1	0.43	0.43	0.29	0.21	0.32	0.43	0.4	0.358571429
M03F8.1	M03F8.1	0.468571429	0.18	1.16	1.12	0.42	0.13	0.11	0.512653061
pst-1	pst-1	-0.29	0.16	0.04	0.21	-0.08	-0.08	0.05	0.001428571
M03F8.3	M03F8.3	-0.23	-0.13	-0.11	-0.18	0.18	0.15	-0.04	-0.051428571
galt-1	galt-1	0.86	0.44	1.01	0.95	1.3	1.02	0.86	0.92
M03F8.5	M03F8.5	-0.15	-0.002857143	-0.03	0.12	0.17	-0.2	-0.05	-0.020408163
M03F8.6	M03F8.6	0.26	0.09	-0.09	-0.19	0.07	0.07	0.18	0.055714286
mep-1	mep-1	0.16	0.1	-0.17	-0.06	-0.2	0.09	0.17	0.012857143
M04B2.2	M04B2.2	-0.03	0.34	0.19	-0.08	0.47	-0.03	0.27	0.161428571
gfl-1	gfl-1	0.3	-0.38	-0.21	-0.24	0.41	0.28	0.22	0.054285714
M04B2.4	M04B2.4	-0.16	-0.46	-0.25	-0.26	-0.07	-0.18	-0.11	-0.212857143
twk-25	twk-25	0.13	0.04	0.56	0.29	0.17	-0.13	-0.11	0.135714286
M04B2.6	M04B2.6	0.92	0.33	0.55	0.46	0.1	-0.09	0.15	0.345714286
M04B2.7	M04B2.7	0.03	-0.181	0.01	0.03	0.41	-0.59	0.44	0.021285714
M04B2.8	M04B2.8	0.1	0.1	-0.12	0.12	-0.09	-0.59	0.17	-0.044285714
M04C3.1	M04C3.1	0.49	0.35	0.69	0.61	0.8	0.75	0.07	0.537142857
M04C3.2	M04C3.2	-0.65	-0.77	-0.78	-0.66	-0.24	-1.09	-0.34	-0.647142857
M04C3.5	M04C3.5	0.47	-0.55	-0.49	-0.38	0.05	-1.25	-0.36	-0.358571429
gpa-15	gpa-15	-0.017777778	-0.166	-0.11	-0.11	0.3	-0.11	0.47	0.036603175
M04C7.3	M04C7.3	-0.164	0.24	-0.28	-0.35	-0.24	-0.45	-0.23	-0.210571429
M04C7.4	M04C7.4	0.1675	0.172222222	-0.04	-0.16	-0.24	-0.53	-0.06	-0.098611111
M04C9.1	M04C9.1	0.07	0.27	0.18	0.08	0.33	-0.39	0.24	0.111428571
M04C9.2	M04C9.2	-0.153333333	-0.15	-0.46	-0.23	-0.44	-1.03	0.15	-0.33047619
M04C9.3	M04C9.3	0.11	0.17	-0.05	-0.2	0.19	-0.63	0.22	-0.027142857
M04C9.4	M04C9.4	-0.71	-0.35	-0.74	-0.81	-0.6	-0.95	-0.4	-0.651428571
dyf-5	dyf-5	-0.22	0.064	0.01	0.22	-0.22	-0.07	0.25	0.004857143
M04D5.1	M04D5.1	0.023271805	0.010004527	0.014366823	0.010039133	-0.58	-0.13	0.022240009	-0.0900111
M04D5.3	M04D5.3	-0.42	0.23	0.05	-0.16	0.39	-0.25	-0.14	-0.042857143
ins-21	ins-21	0.023271805	0.010004527	0.014366823	0.010039133	0.16	-0.69	0.022240009	-0.064296815
ins-22	ins-22	0.96	0.1	0.69	0.96	1.16	1	0.65	0.788571429
ins-23	ins-23	0.469	0.37	0.21	0.53	0.52	0.1	0.85	0.435571429
M04D8.4	M04D8.4	0.023271805	0.010004527	0.014366823	0.010039133	0.039373646	0.009050309	0.19	0.042300892
M04D8.5	M04D8.5	0.48	-0.4	0.32	0.26	0.1	-0.21	0.15	0.1
xbx-3	xbx-3	0.75	-0.24	0.36	0.6	0.01	-0.22	-0.88	0.054285714
M04D8.7	M04D8.7	0.17	-0.03	1.27	1.06	0.09	-0.35	0.04	0.321428571
rpa-2	rpa-2	-1.13	1.17	0.11	-0.12	0.24	0.55	0.35	0.167142857
M04F3.2	M04F3.2	0.01	-0.36	-0.47	-0.44	0.07	-0.07	-0.72	-0.282857143
M04F3.3	M04F3.3	-0.46	-0.24	-0.43	-0.48	-0.13	-0.11	-0.26	-0.301428571
M04F3.4	M04F3.4	0.28	0.07	0.09	0.03	0.28	0.47	0.12	0.191428571
M04F3.5	M04F3.5	-0.58	0.38	-0.01	-0.08	0.03	0.05	0.06	-0.021428571
tag-260	tag-260	-0.16	0.47	0.12	-0.18	-0.01	-0.16	0.42	0.071428571
cpz-2	cpz-2	-1.03	-0.81	-0.4	-0.23	-0.46	0.18	-1.38	-0.59
gcy-34	gcy-34	0.023271805	0.010004527	0.014366823	0.010039133	0.82	-0.23	0.022240009	0.095703185
somi-1	somi-1	0.18	0.05	-0.01	0.04	-0.53	-0.49	-0.46	-0.174285714
M04G7.1	M04G7.1	-0.19	-0.14	0.6	0.35	0.01	0.03	-0.01	0.092857143
M04G7.2	M04G7.2	0.07	0.27	-1.12	-0.74	-1.22	-0.59	-1.26	-0.655714286
M04G7.3	M04G7.3	0.17	0.07	-0.02	-0.08	-0.42	-0.2	-0.2	-0.097142857
M05B5.1	M05B5.1	0.177142857	0.24	0.11	0.29	-0.17	0.66	0.04	0.19244898
M05B5.2	M05B5.2	0.4	0.47	0.85	0.92	0.44	0.5	0.49	0.581428571
M05B5.3	M05B5.3	0.142	-0.1275	-0.01	0.44	0.12	0.4	-0.36	0.086357143
M05B5.4	M05B5.4	0.05	0.26	0.47	0.28	0.8	0.81	0.51	0.454285714
hlh-2	hlh-2	0.318	-0.21	0.24	0.26	0.11	0.51	0.64	0.266857143
trpa-2	trpa-2	-0.16	0.2	0.32	0.32	0.42	-0.11	0.19	0.168571429
M05D6.1	M05D6.1	0.37	0.06	0.08	0.44	0.49	1.19	0.27	0.414285714
M05D6.2	M05D6.2	-0.53	-0.05	-0.28	-0.35	-0.04	-0.02	-0.14	-0.201428571
M05D6.3	M05D6.3	0.174	0.335555556	0.14	-0.02	0.05	2.04	0.13	0.407079365
lact-4	lact-4	-0.54	-0.54	-0.42	-0.52	0.02	-0.37	-0.3	-0.381428571
M05D6.5	M05D6.5	-0.34	-0.23	-0.18	-0.24	-0.27	-0.35	-0.08	-0.241428571
M05D6.6	M05D6.6	-0.58	-0.58	-0.78	-0.87	-0.27	-0.24	-0.29	-0.515714286
gbh-2	gbh-2	0.51	0.52	0.62	0.61	0.92	0.78	0.54	0.642857143
M05D6.8	M05D6.8	-0.153333333	-0.114	-0.25	-0.4	-0.01	-0.64	-0.03	-0.228190476
M05D6.9	M05D6.9	-0.04	-0.03	0.45	0.06	0.57	0.505	-0.39	0.160714286
mix-1	mix-1	0.04	-0.35	0.1	0.22	0.19	0.25	-0.23	0.031428571
M106.3	M106.3	-0.27	0.05	-0.33	-0.34	0.53	0.3	0.08	0.002857143
gmps-1	gmps-1	0.04	-0.03	-0.02	0.25	-0.05	0.17	-0.12	0.034285714
cap-2	cap-2	0.07	0.14	-0.17	-0.11	0.65	0.73	0.47	0.254285714
M106.7	M106.7	0.58	-0.44	-0.13	-0.14	0	-0.45	0.07	-0.072857143
col-76	col-76	-0.17	-0.63	-0.07	0.02	-0.68	-0.58	-0.48	-0.37
twk-3	twk-3	0.035	0.06	0.25	0.02	0.41	0.04	0.17	0.140714286
M110.3	M110.3	0.12	0.11	0.05	-0.18	0.27	-0.15	0.11	0.047142857
ifg-1	ifg-1	0.4	-0.02	0.33	0.23	0.23	0.25	0.3	0.245714286
dab-1	dab-1	0.41	-0.04	0.18	0.42	-0.07	0.2	-0.16	0.134285714
M110.7	M110.7	0.02	0.06	0.18	0.39	0.17	0.39	0.08	0.184285714
M110.9	M110.9	0.122	0.167777778	-0.18	-0.09	-0.175	-0.68	0.24	-0.085031746
M116.2	M116.2	0.25	0.06	-0.09	-0.05	0.07	0.14	0.11	0.07
sdz-25	sdz-25	0.00375	0.01	-0.02	-0.18	-0.12	-0.34	0.12	-0.075178571
M116.5	M116.5	0.26	0.24	0.07	0.32	-0.16	0.15	0.33	0.172857143
M117.1	M117.1	0.54	-0.11	0.2	0.27	0.29	0.28	-0.17	0.185714286
par-5	par-5	0.06	0.26	0.32	0.5	0.33	0.33	0.19	0.284285714
M117.4	M117.4	0.57	0.49	0.45	0.65	0.11	0.51	0.72	0.5
fbxb-4	fbxb-4	1.14	0.35	0.22	-0.13	0.15	0.09	0.31	0.304285714
M117.6	M117.6	0.33	-0.04	-0.11	-0.22	-0.06	-0.12	-0.12	-0.048571429
unc-119	unc-119	0.03	0.04	0.32	0.06	0.05	-0.15	0.05	0.057142857
cut-6	cut-6	-0.4	-0.16	-0.25	-0.15	-0.46	-0.5	-0.29	-0.315714286
M142.3	M142.3	0.286	-0.016666667	0.07	0.29	0.05	0.06	0.38	0.159904762
vab-7	vab-7	0.268	0.3	0.12	0.24	-0.17	-0.1	0.2	0.122571429
M142.5	M142.5	0.013333333	0.045	-0.14	-0.51	0.09	0.53	-0.65	-0.088809524
rle-1	rle-1	0.15	0.21	0.17	0.12	0.1	0.22	0.14	0.158571429
M142.8	M142.8	0.07	-0.82	-0.34	-0.25	-0.03	-0.15	-0.2	-0.245714286
M151.2	M151.2	-0.04125	0.15	-0.05	0	-0.08	0.01	-0.04	-0.007321429
M151.4	M151.4	-0.02	-0.45	0.3	-0.05	0.17	-0.18	-0.43	-0.094285714
fbxb-33	fbxb-33	0.023271805	-0.29	-0.23	0.25	-0.24	-0.18	0.01	-0.093818314
M153.1	M153.1	0.03	-0.23	-0.33	-0.06	-0.39	-0.35	-0.18	-0.215714286
M153.2	M153.2	0.023271805	0.010004527	0.014366823	0.010039133	-0.41	0	0.46	0.015383184
M153.3	M153.3	0.04	0.06375	-0.01	-0.01	-0.06	-0.08	0.17	0.01625
M153.4	M153.4	0.21375	0.47	0.16	0.17	0.1	-0.01	0.33	0.204821429
M153.5	M153.5	0.15	-0.21	-0.14	-0.02	-0.18	-0.22	0.04	-0.082857143
clec-259	clec-259	0.023271805	0.010004527	0.014366823	0.010039133	0.08	0.21	0.15	0.07109747
